Date,Crypto,Open,High,Low,Close
2019-02-08,ETH,103.14,122.0,102.45,117.4
2019-02-09,ETH,117.42,119.95,116.12,118.31
2019-02-10,ETH,118.2,118.7,115.02,117.3
2019-02-11,ETH,117.26,124.8,117.25,119.49
2019-02-12,ETH,119.49,122.35,117.21,119.61
2019-02-13,ETH,119.61,125.27,119.61,120.41
2019-02-14,ETH,120.48,123.11,118.85,120.55
2019-02-15,ETH,120.53,123.13,118.65,120.51
2019-02-16,ETH,120.51,123.48,120.15,122.35
2019-02-17,ETH,122.35,130.75,121.5,128.95
2019-02-18,ETH,129.13,147.58,129.13,141.27
2019-02-19,ETH,141.26,149.5,140.46,143.03
2019-02-20,ETH,142.99,147.49,139.67,145.12
2019-02-21,ETH,145.12,148.54,141.82,143.44
2019-02-22,ETH,143.44,147.48,142.22,146.95
2019-02-23,ETH,146.97,159.26,145.02,156.52
2019-02-24,ETH,156.52,166.31,133.38,138.97
2019-02-25,ETH,138.98,140.95,131.53,135.73
2019-02-26,ETH,135.78,138.7,133.21,134.83
2019-02-27,ETH,134.84,139.82,126.5,130.89
2019-02-28,ETH,130.58,138.79,130.05,135.16
2019-03-01,ETH,135.16,137.54,133.95,136.16
2019-03-02,ETH,136.16,136.55,129.71,132.52
2019-03-03,ETH,132.53,134.5,130.0,130.76
2019-03-04,ETH,130.76,130.88,122.55,125.38
2019-03-05,ETH,125.38,137.61,124.09,135.07
2019-03-06,ETH,135.07,140.44,133.49,136.34
2019-03-07,ETH,136.34,139.81,134.66,137.46
2019-03-08,ETH,137.45,138.68,134.43,135.51
2019-03-09,ETH,135.51,137.97,129.44,135.78
2019-03-10,ETH,135.78,136.83,133.31,134.81
2019-03-11,ETH,134.81,135.61,130.45,132.03
2019-03-12,ETH,132.03,134.29,127.64,132.9
2019-03-13,ETH,132.9,133.12,130.18,131.23
2019-03-14,ETH,131.23,134.82,128.82,131.31
2019-03-15,ETH,131.34,136.78,131.17,135.94
2019-03-16,ETH,135.92,143.57,134.9,139.6
2019-03-17,ETH,139.6,140.63,136.27,138.95
2019-03-18,ETH,138.95,141.2,135.61,137.15
2019-03-19,ETH,137.15,138.66,136.15,137.58
2019-03-20,ETH,137.58,138.25,135.24,137.76
2019-03-21,ETH,137.76,139.44,132.27,135.14
2019-03-22,ETH,135.14,136.9,133.94,135.73
2019-03-23,ETH,135.83,137.63,135.27,135.78
2019-03-24,ETH,135.78,136.68,134.27,134.8
2019-03-25,ETH,134.8,136.23,130.91,131.81
2019-03-26,ETH,131.81,133.75,131.54,133.14
2019-03-27,ETH,133.14,138.68,132.66,137.6
2019-03-28,ETH,137.6,139.8,136.75,137.01
2019-03-29,ETH,137.01,141.86,136.84,140.52
2019-03-30,ETH,140.52,145.49,140.17,141.36
2019-03-31,ETH,141.36,142.22,140.13,140.95
2019-04-01,ETH,140.95,142.97,138.6,140.69
2019-04-02,ETH,140.81,162.94,140.75,159.72
2019-04-03,ETH,159.72,179.97,158.97,178.11
2019-04-04,ETH,178.4,179.8,153.53,155.74
2019-04-05,ETH,155.8,168.24,155.77,163.79
2019-04-06,ETH,163.79,173.18,160.1,167.35
2019-04-07,ETH,167.63,175.9,162.2,172.98
2019-04-08,ETH,173.14,187.09,171.57,181.3
2019-04-09,ETH,181.47,183.18,174.3,177.79
2019-04-10,ETH,177.79,185.0,170.92,176.22
2019-04-11,ETH,176.19,177.9,140.62,164.7
2019-04-12,ETH,164.7,167.57,160.12,163.84
2019-04-13,ETH,163.84,166.19,162.46,163.03
2019-04-14,ETH,163.03,165.04,161.68,164.65
2019-04-15,ETH,164.65,169.52,155.62,160.14
2019-04-16,ETH,160.1,167.74,159.48,165.69
2019-04-17,ETH,165.68,168.26,164.17,166.6
2019-04-18,ETH,166.61,176.0,165.5,175.8
2019-04-19,ETH,175.78,175.79,169.58,172.61
2019-04-20,ETH,172.61,177.66,171.8,172.99
2019-04-21,ETH,172.99,174.23,166.47,168.33
2019-04-22,ETH,168.07,173.52,168.0,171.81
2019-04-23,ETH,171.75,176.92,170.44,172.62
2019-04-24,ETH,172.49,173.05,160.22,164.45
2019-04-25,ETH,164.49,166.71,161.88,164.99
2019-04-26,ETH,164.99,165.17,146.93,151.15
2019-04-27,ETH,151.15,158.26,151.1,157.26
2019-04-28,ETH,157.26,157.74,152.73,153.74
2019-04-29,ETH,153.62,154.72,149.62,151.95
2019-04-30,ETH,151.96,158.76,151.12,156.45
2019-05-01,ETH,156.29,163.0,156.29,157.7
2019-05-02,ETH,157.82,159.8,156.25,159.03
2019-05-03,ETH,159.07,169.0,157.94,166.01
2019-05-04,ETH,166.02,168.64,158.62,161.39
2019-05-05,ETH,162.09,163.91,157.36,162.91
2019-05-06,ETH,163.15,175.6,157.81,173.3
2019-05-07,ETH,173.3,180.56,168.73,170.45
2019-05-08,ETH,170.25,173.36,163.78,168.39
2019-05-09,ETH,168.39,173.07,165.39,168.16
2019-05-10,ETH,168.03,176.24,167.62,171.62
2019-05-11,ETH,168.03,176.24,167.62,171.62
2019-05-12,ETH,200.51,206.01,182.87,190.22
2019-05-13,ETH,190.28,206.26,185.47,200.91
2019-05-14,ETH,200.91,215.0,192.13,204.68
2019-05-15,ETH,204.49,244.64,203.18,239.35
2019-05-16,ETH,239.19,279.18,236.73,255.19
2019-05-17,ETH,254.71,273.17,224.05,233.5
2019-05-18,ETH,233.5,248.3,231.56,236.34
2019-05-19,ETH,236.34,260.99,232.8,257.42
